Filename	Notes	Audio Filename	UK (United Kingdom)	F (France)	D (Germany)	E (Spain)	IT (Italy)
XBOX_TP_MP_CANYON_INTRO	Explains the controls for the game.	s	"Press @(circle) to accelerate on the jet-bike and move the left thumbstick to steer. 3 laps, 1 winner."	"Appuyez sur @(circle) pour faire accélérer votre jet-bike et orientez le stick analogique gauche pour tourner. 3 tours, un seul vainqueur."	"Drücke auf @(circle), um das Jet-Bike zu beschleunigen; gesteuert wird dem Ministick Links. 3 Runden, 1 Gewinner."	"Pulsa @(circle) para acelerar en la moto y mueve el stick analógico izquierdo para maniobrar. 3 vueltas, 1 ganador. "	"Premi @(circle) per accelerare e muovi la levetta sinistra per sterzare. 3 giri, un vincitore."
PC_TP_MP_CANYON_INTRO	Explains the controls for the game.	s	"Press @(circle) to accelerate on the jet-bike and use left and right to steer. 3 laps, 1 winner."	"Appuyez sur @(circle) pour faire accélérer votre jet-bike et utilisez les directions gauche et droite pour tourner. 3 tours, un seul vainqueur."	"Drücke auf @(circle), um das Jet-Bike zu beschleunigen; gesteuert wird es mit Links und Rechts. 3 Runden, 1 Gewinner."	"Pulsa @(circle) para acelerar en la moto y usa izquierda o derecha para las curvas. 3 vueltas, 1 ganador. "	"Premi @(circle) per accelerare e usa destra e sinistra per sterzare. 3 giri, un vincitore."
XBOX_DEMO_DEPTSTORE_TROLLEYOBJECTIVE	Explains the objective and controls for the game.	s	Press @(circle) repeatedly to push the shopping cart round the course.\n\n Move the left thumbstick to steer and \nmake it through the checkpoints as fast as you can.\nThe first across the line after 3 laps decides the winner!	###############################################################################################################################################################################################################################################################	###############################################################################################################################################################################################################################################################	Salta sobre el carrito y presiona @(circle) repetidas veces para empujarlo por la pista.\n\n Mueve el stick analógico izquierdo para las curvas y \npasa por los controles a todo gas.\nEl primero que llegue a la meta tras 3 vueltas será el ganador.	Salta sul carrello e premi ripetutamente @(circle) per spingerlo lungo il tracciato.\n\n Muovi la levetta sinistra per sterzare e \nsupera gli intermedi alla massima velocità.\nVince il primo che taglia il traguardo dopo 3 giri.
PC_DEMO_DEPTSTORE_TROLLEYOBJECTIVE	Explains the objective and controls for the game.	s	Press @(circle) repeatedly to push the shopping cart round the course.\n\n Use left and right to steer and \nmake it through the checkpoints as fast as you can.\nThe first across the line after 3 laps decides the winner!	###############################################################################################################################################################################################################################################################	###############################################################################################################################################################################################################################################################	Salta sobre el carrito y pulsa @(circle) repetidas veces para empujarlo por la pista.\n\n Usa izquierda y derecha para las curvas y \npasa por los controles a todo gas.\nEl primero que llegue a la meta tras 3 vueltas será el ganador.	Salta sul carrello e premi ripetutamente @(circle) per spingerlo lungo il tracciato.\n\n Usa destra e sinistra per sterzare e \nsupera gli intermedi alla massima velocità.\nVince il primo che taglia il traguardo dopo 3 giri.
END_LEVEL_CUT_SCENE	Asks the user whether they wish to play a cut scene again.	s	Do you want to play the movie again?	Voulez-vous rejouer l'animation ?	Willst du dir den Film noch einmal ansehen?	¿Quieres ver la película otra vez?	Vuoi rivedere il filmato?
END_LEVEL_CUT_SCENE_ACTION_YES	"Option 1, play the cut scene."	s	Play movie and return to hub	Jouer l'animation et revenir au Centre.	Film ansehen und zurück zum Hauptbildschirm	Ver la película y volver a la base	Mostra il filmato e torna alla base
END_LEVEL_CUT_SCENE_ACTION_NO	"Option 2, don't play the cut scene."	s	Return to hub only	Revenir au Centre uniquement.	Gleich zurück zum Hauptbildschirm	Volver a la base y basta	Torna alla base e basta
MEMORY_CARD_TRC_CREATESAVE	Asking the user whether they want to create a save game on the card for the 1st time.	s	Do you wish to create a Taz: Wanted save game file now?	Voulez-vous créer un fichier de sauvegarde Taz: Wanted maintenant ?	Willst du jetzt einen Taz: Wanted Spielstand abspeichern?	¿Quieres crear un archivo de partida guardada de Taz: Wanted?	Vuoi creare un file di salvataggio di Taz: Wanted?
RETRY_ONLY_NO_ICON		s	Retry	Réessayer 	Neuer Versuch	Reintentar	Riprova
TONYS_RETRY_STARTGAME_STRING		s	@(cross) Retry  @(triangle) Start Game	@(cross) Réessayer  @(triangle) Commencer la partie	@(cross) Neuer Versuch  @(triangle) Spiel starten	@(cross) Reintentar  @(triangle) Iniciar partida	@(cross) Riprova  @(triangle) Inizia partita
LANGUAGE	Front-end option to choose language.	s	Language	Langue	Sprache	Idioma	Lingua
WIDESCREEN	Front-end option to toggle widescreen display.	s	Widescreen	Écran large	16:9-FERNSEHER	Panorámico	16:9
CHEATS_INFO	Information shown when the player highlights the Cheats option in the Pause menu.	s	Choose cheats	Choisir codes triche	Cheats auswählen	Elige los trucos	Scegli i trucchi
ARE_YOU_SURE2	Text asking the user to confirm a major action like quitting the game etc.	s	Are you sure you want to exit the level?	Etes-vous sûr de vouloir quitter ce niveau ?	Willst du den Level wirklich verlassen?	¿Estás seguro?	Sei proprio sicuro di voler abbandonare il livello?
ARE_YOU_SURE3	Text asking the user to confirm a major action like quitting the game etc.	s	Are you sure you want to exit the game?	Etes-vous sûr de vouloir quitter le jeu ?	Willst du das Spiel wirklich beenden?	¿Estás seguro?	Sei proprio sicuro di voler uscire?
LEVELNAME_BONUS	"Added after the level name on the loading screens, i.e. ""Looningdal'es – Bonus game"""	s	Bonus game	Jeu bonus	Bonus-Spiel	Juego extra	Gioco bonus
GALLERY_UNLOCKED	Message to the user to inform them that they have achieved a large enough score to unlock a gallery.	s	You've unlocked a gallery page!	Vous avez déverrouillé une galerie !	Du hast eine Galerie freigeschaltet!	¡Has desbloqueado una página de la galería!	Hai sbloccato una pagina della galleria!
DEMO_DEPTSTORE_TROLLEYOBJECTIVE1	s	s	Press @(circle) repeatedly to push the shopping cart round the course. Use the left analog stick to steer and make it through the checkpoints as fast as you can.	Poussez le chariot et appuyez à plusieurs reprises sur la touche @(circle) pour le faire avancer. Utilisez le joystick analogique gauche pour tourner et franchissez les points de contrôle aussi vite que possible. 	"Schiebe den Wagen und drücke wiederholt auf die @(circle)-Taste, um den Wagen die Rennstrecke entlang zu schieben. Gesteuert wird mit dem linken Analog-Stick; versuche, die Kontrollpunkte so schnell wie möglich zu passieren. "	Empuja el carrito y pulsa @(circle) repetidamente para que el carro se mueva por la pista. Usa el joystick analógico para maniobrar e intenta pasar por los controles a todo gas. 	Spingi il carrello e premi ripetutamente il tasto @(circle) per percorrere il tracciato. Usa la levetta analogica sinistra per sterzare e per superare gli intermedi il più velocemente possibile.
DEMO_DEPTSTORE_TROLLEYOBJECTIVE2	s	s	 The first across the line after 3 laps decides the winner!	Le vainqueur est le premier à franchir la ligne au terme de 3 tours.	"Der erste, der nach 3 Runden über die Ziellinie geht, hat gewonnen!"	¡El primero que llegue a la meta tras 3 vueltas será el ganador!	 Il primo ad attraversare il traguardo dopo 3 giri vince!
TP_TROLLEY_ACTION_NOWRAP	Instructional text printed when the player has selected the Vehicle Race set in the department store. This is a race where both Taz and She-Devil race shopping trolleys.	s	Shopping Cart Dash!	Course de \nchariots !	Einkaufswagen-\nRennen!	¡A todo gas con los carritos!	Slalom dei carrelli!
BOSSRULES_CITY_BOSS_1	Rules for the Gladiatoons game.	s	Contenders roll huge spheres around the arena aiming for the light pods. If they roll over a light pod it will switch to their color. 	"Faites rouler votre sphère dans l'arène, en visant les lumières. Chaque fois que vous roulez sur l'une d'elles, elle prend votre couleur. "	"Die Wettkämpfer rollen in großen Kugeln durch die Arena und zielen dabei auf die Bodenleuchten. Wenn sie über eine Leuchte rollen, nimmt sie ihre Farbe an. "	"Los aspirantes tienen que hacer rodar unas inmensas esferas por la arena apuntando a los faros. Cada vez que la esfera rueda sobre un faro, éste se pondrá del color del jugador. "	"Gli sfidanti devono far rotolare le loro sfere all'interno dell'arena in direzione dei faretti luminosi: quando ci passano sopra, il faretto diventa del colore corrispondente."
BOSSRULES_CITY_BOSS_2	Rules for the Gladiatoons game.	s	The winner is the contender who has the most pods lit in their color when the time runs out.	Le vainqueur est celui qui a le plus de lumières de sa couleur au terme du temps imparti.	"Es gewinnt derjenige, der bei Ablauf der Zeit die meisten Leuchten in seiner Farbe hat."	El ganador será el aspirante que consiga más faros de su color cuando se agota el tiempo.	 Il vincitore è colui che può vantare il maggior numero di faretti del proprio colore allo scadere del tempo.
BOSSRULES_WEST_BOSS_1	Rules for the Dodge City game.	s	Yosemite Sam throws sticks of ACME TNT into the maze towards Taz. To progress Taz must lure Sam into destroying his own fragile crates blocking his path. 	"Sam le Pirate jette des bâtons de TNT ACME sur Taz. Afin de progresser, Taz doit s'arranger pour que la dynamite de Sam fasse exploser les caisses qui l'empêchent de passer. "	"Sam wirft ACME TNT-Stangen ins Labyrinth, in Taz' Richtung. Taz muss Sam dazu verleiten, die morschen Kisten zu zerstören, die ihm den Weg versperren."	Yosemite Sam lanza cartuchos de TNT ACME al laberinto intentando dar a Taz. Para continuar Taz tiene que atraer a Sam y conseguir que destruya sus frágiles cajas bloqueándole el camino. 	"Yosemite Sam lancia candelotti di tritolo ACME nel labirinto cercando di colpire Taz. Per proseguire nel gioco, Taz deve riuscire a far distruggere a Sam le sue stesse casse. "
BOSSRULES_WEST_BOSS_2	Rules for the Dodge City game.	s	And there are also four firework crates surrounding Sam that need to be set off to win.	Taz doit également faire exploser les quatre caisses de feux d'artifice entourant Sam pour l'emporter.	" Und dann sind da 4 Kisten voller Feuerwerkskörper in Sams Nähe, die für einen Sieg explodieren müssen."	También hay cuatro cajas de fuegos artificiales cerca de Sam que hay que hacer explotar para ganar.	Ce ne sono inoltre quattro di fuochi artificiali che devono essere esplose per poter vincere.
BOSSRULES_TAZ_BOSS_1	Rules for the Dread Zeppelin game.	s	Stage 1 - Mecha-Tweety's shield has a weakness... \nStage 2 - Tweety's power source is the magnet cores. Reverse the polarity. \nStage 3 - The back cargo door has 4 time coded locks. 	Niveau 1: le bouclier de Méca-Titi présente un défaut. \nNiveau 2: ce sont les aimants qui donnent son énergie à Titi. Inversez-en la polarité. \nNiveau 3: la porte de livraison de derrière est dotée de 4 serrures codées. 	Szene 1 - Robo-Tweetys Rüstung hat einen Schwachpunkt... \nSzene 2 - Tweetys Energiequelle sind die Magnetkerne. Kehr die Polarität um. \nDie hintere Ladetür hat 4 Zeitschlösser. 	Fase 1 - El escudo de Piolínmatic tiene un punto débil. \nFase 2 - El poder de Piolín proviene de los núcleos magnéticos. Invierte la polaridad. \nLa puerta trasera de carga tiene 4 cerraduras temporizadas. 	Fase 1 - L'armatura di Robo-Titti ha una debolezza... \nFase 2 - La fonte di energia di Titti è il suo cuore magnetico: inverti la polarità. \nL'ingresso di servizio ha 4 serrature a tempo. 
BOSSRULES_TAZ_BOSS_2	Rules for the Dread Zeppelin game.	s	Take them out in the right order and it's hasta la vista Tweety!	"Ouvrez-les dans le bon ordre et hasta la vista, Titi !"	Nimm sie in der richtigen Reihenfolge heraus und dann hasta la vista Tweety!	"Neutralízalas en el orden correcto y ¡hasta otra, Piolín!"	Sbarazzatene nella giusta sequenza e dì addio al caro Titti!
TP_MP_CITYBOSS_INTRO_1	Instructions for the bonus two player city boss game.	s	Contenders Ready! Roll your huge spheres around the arena aiming for the light pods. If you roll over a light pod it will switch to your color. 	"Prêt? Faites rouler votre sphère dans l'arène, en visant les lumières. Chaque fois que vous roulez sur l'une d'elles, elle prend votre couleur. "	"Auf die Plätze, fertig, los! Rolle deine großen Kugeln durch die Arena und ziele auf die Bodenleuchten. Wenn du über eine Leuchte rollst, nimmt sie deine Farbe an. "	"¡Aspirantes, preparados! Tenéis que hacer rodar vuestras inmensas esferas por la arena apuntando a los faros. Cada vez que vuestra esfera rueda sobre un faro, éste se pondrá de vuestro color."	"Sfidanti pronti? Fate rotolare le sfere all'interno dell'arena in direzione dei faretti luminosi: quando ci passate sopra, il faretto diventa del vostro colore. "
TP_MP_CITYBOSS_INTRO_2	Instructions for the bonus two player city boss game.	s	The winner is the contender who has the most pods lit in their color when the time runs out.	Le vainqueur est celui qui a le plus de lumières de sa couleur au terme du temps imparti.	"Es gewinnt derjenige, der bei Ablauf der Zeit die meisten Leuchten in seiner Farbe hat."	 El ganador será el aspirante que consiga más faros de su color cuando se agota el tiempo.	Il vincitore è colui che può vantare il maggior numero di faretti del proprio colore allo scadere del tempo.
XBOX_DEMO_DEPTSTORE_TROLLEYOBJECTIVE1	s	s	Press @(circle) repeatedly to push the shopping cart round the course. Move the left thumbstick to steer and make it through the checkpoints as fast as you can.	Poussez le chariot et appuyez à plusieurs reprises sur @(circle) pour le faire avancer. Orientez le stick analogique gauche pour tourner et franchissez les points de contrôle aussi vite que possible. 	"Schiebe den Wagen und drücke wiederholt auf @(circle), um den Wagen die Rennstrecke entlang zu schieben. Gesteuert wird mit dem Ministick links; versuche, die Kontrollpunkte so schnell wie möglich zu passieren. "	Empuja el carrito y presiona @(circle) repetidamente para que el carro se mueva por la pista. Mueve el stick analógico izquierdo para maniobrar e intenta pasar por los controles a todo gas. 	Spingi il carrello e premi ripetutamente il pulsante @(circle) per percorrere il tracciato. Muovi la levetta sinistra per sterzare e per superare gli intermedi il più velocemente possibile.
